Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population (in 100K), thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
11,2001,0,1.0,1,11.01,2943.375396,6.0,83,58.5,1,96.0,8.29,95.0,0.1,23121.56635,1.29,0.8,0.8,0.873,18.2
14,2003,1,273.0,1,0.52,19.15664091,95.0,0,15.5,1,96.0,4.9,95.0,0.2,997.7417141,6.23,18.3,19.1,0.0,8.4
83,2007,1,425.0,74,1.03,53.9502789,75.0,267,19.3,108,75.0,5.25,75.0,14.1,422.1461573,221.88,3.8,3.7,0.36,8.2
35,2005,1,28.0,7,5.71,289.7418649,87.0,0,48.2,8,86.0,4.26,87.0,2.0,3681.5993,92.38,3.5,3.4,0.668,12.6
79,2008,1,127.0,37,5.36,159.8772264,97.0,0,58.7,43,96.0,6.6,96.0,0.1,9689.52887,113.66,1.7,1.6,0.735,12.3
61,2012,1,138.0,1,3.65,37.17108782,96.0,0,52.0,1,96.0,5.66,96.0,0.5,521.33363,2.85,1.8,1.7,0.725,12.8
62,2000,1,133.0,4,0.49,227.296617,93.0,32,54.0,4,94.0,9.65,91.0,0.1,1657.889256,0.51,4.0,4.0,0.7,12.6
11,2006,0,85.0,0,10.98,5579.199083,94.0,15,6.6,1,99.0,9.17,98.0,0.1,38852.3613,15.48,0.8,0.8,0.865,15.7
120,2011,1,176.0,0,6.5,144.9850711,9.0,0,43.0,0,91.0,5.6,9.0,0.4,1953.9767,13.35,5.9,6.2,0.774,12.6
11,2000,0,11.0,1,11.21,287.2084529,6.0,0,58.1,1,96.0,8.12,95.0,0.1,2327.4591,1.25,0.8,0.8,0.869,18.0
33,2001,0,69.0,0,10.16,100.8086193,89.0,0,53.3,0,97.0,5.78,97.0,0.1,1562.92433,0.96,0.9,1.0,0.8,12.4
80,2000,1,274.0,2,2.79,56.431387,93.0,925,38.5,3,94.0,4.92,94.0,0.1,474.2133361,23.97,2.6,2.6,0.582,8.9
63,2010,1,236.0,7,6.83,11.1516268,99.0,4,49.2,8,98.0,4.42,99.0,0.1,97.649972,163.22,2.3,2.5,0.763,14.5
98,2013,0,79.0,0,10.0,2698.01817,98.0,1,6.2,0,98.0,9.55,98.0,0.1,21618.73534,14.57,0.7,0.5,0.827,16.3
37,2011,1,197.0,2,2.37,549.2783081,89.0,0,53.4,2,9.0,6.81,89.0,0.3,3736.58713,6.19,1.7,1.6,0.666,13.0
127,2012,1,184.0,18,0.01,16.71406295,99.0,0,42.2,21,99.0,6.49,99.0,0.1,174.468298,2.98,3.0,3.1,0.673,12.0
99,2010,0,153.0,2,9.0,983.2518091,98.0,193,56.9,2,94.0,5.83,94.0,0.1,8297.483621,22.47,3.0,3.2,0.797,15.8
14,2013,1,219.0,0,0.01,19.79057439,97.0,0,22.7,1,97.0,3.83,97.0,0.6,235.882889,7.65,15.9,16.5,0.589,12.6
79,2009,1,13.0,36,5.27,881.7364327,95.0,0,59.4,42,95.0,6.6,95.0,0.1,7748.12331,115.55,1.7,1.6,0.738,12.5
92,2006,1,125.0,1,5.72,631.1251711,88.0,0,51.1,2,98.0,7.0,88.0,0.1,5348.518399,3.39,2.1,2.0,0.744,12.9
80,2007,1,26.0,2,3.79,126.698109,98.0,12,43.9,2,99.0,5.6,95.0,0.1,1634.81431,2.59,2.2,2.4,0.661,13.0
101,2012,1,239.0,13,0.01,9.774676411,98.0,75,19.5,18,98.0,7.68,98.0,0.7,678.796973,17.89,6.1,6.1,0.475,10.5
35,2004,1,214.0,7,5.16,182.6162515,82.0,0,47.2,8,66.0,4.28,79.0,2.1,2421.9662,9.13,3.6,3.5,0.666,12.5
1,2001,1,14.0,1,4.25,96.20557078,96.0,18,46.0,1,97.0,6.0,97.0,0.1,1326.97339,0.36,2.1,2.1,0.662,10.6
127,2002,1,186.0,27,1.47,24.99438738,62.0,25,35.9,32,99.0,5.44,99.0,0.2,383.3494997,25.27,3.3,3.3,0.6,11.0
79,2000,1,129.0,55,4.99,10.22840118,97.0,30,52.4,66,97.0,4.98,97.0,0.1,672.92113,117.2,2.0,1.9,0.694,11.4
88,2004,1,194.0,4,3.81,36.81621175,79.0,0,45.7,4,8.0,6.13,79.0,0.3,191.55157,0.54,2.1,2.0,0.587,11.0
67,2014,1,99.0,1,1.32,140.3771361,81.0,112,65.4,1,75.0,6.39,81.0,0.1,8161.4614,5.63,4.8,4.9,0.763,13.3
0,2010,1,279.0,74,0.01,79.67936736,66.0,1989,16.7,102,66.0,9.2,66.0,0.1,553.32894,28.83,18.4,18.4,0.448,9.2
14,2002,1,282.0,1,0.29,151.9755193,83.0,27,14.9,1,89.0,7.75,86.0,0.1,885.6382245,0.66,18.6,19.4,0.0,8.0
61,2014,1,133.0,1,3.83,427.3054534,92.0,0,53.5,1,93.0,5.36,92.0,0.5,4855.743789,2.86,1.8,1.7,0.727,12.8
63,2011,1,224.0,7,6.63,179.170133,99.0,127,49.9,7,99.0,4.6,99.0,0.1,11634.42422,1.66,2.3,2.5,0.766,14.4
70,2012,0,176.0,0,15.14,1807.071336,93.0,0,6.9,0,93.0,6.67,93.0,0.1,14341.836,29.88,2.7,2.7,0.83,16.5
30,2004,1,269.0,2,0.27,7.212110766,77.0,0,18.8,2,73.0,3.96,76.0,0.1,616.4197236,5.97,7.5,7.5,0.0,9.5
121,2008,1,12.0,3,1.37,53.08451654,99.0,2,54.7,3,99.0,5.63,99.0,0.1,431.9326,1.47,6.3,6.3,0.701,14.3
48,2004,1,81.0,0,9.56,287.6124519,92.0,1,59.9,1,95.0,8.3,95.0,0.1,21955.149,19.55,0.8,0.8,0.83,15.3
108,2014,1,183.0,0,0.01,3.718438799,88.0,0,49.7,0,94.0,5.5,88.0,0.1,29.652622,0.58,1.1,1.2,0.512,9.6
67,2012,1,93.0,1,1.53,151.1526829,81.0,9,64.4,1,75.0,6.99,81.0,0.1,8787.94668,4.92,4.8,4.8,0.763,13.3
75,2004,1,296.0,58,0.49,57.11644801,73.0,172,17.5,103,7.0,6.28,69.0,2.0,439.3572924,12.39,1.1,1.0,0.333,5.5
98,2000,0,11.0,1,11.89,167.3280168,58.0,45,5.1,1,96.0,9.14,96.0,0.1,1152.39681,12.9,0.8,0.6,0.777,15.5
120,2003,1,191.0,0,5.53,78.72216127,76.0,0,36.0,1,91.0,5.13,91.0,0.5,884.518666,1.28,6.4,6.9,0.729,12.0
35,2003,1,22.0,7,6.32,293.0196601,79.0,0,46.1,8,65.0,5.53,79.0,2.3,2372.628827,8.97,3.6,3.5,0.665,12.4
101,2004,1,397.0,26,6.75,31.93566186,89.0,386,14.9,42,89.0,6.24,89.0,7.7,236.9114381,88.18,6.9,7.1,0.371,8.2
61,2009,1,142.0,1,3.33,235.7067417,9.0,0,49.7,1,9.0,5.16,9.0,0.6,4293.383274,0.28,1.9,1.7,0.721,12.7
66,2011,0,169.0,0,10.14,24.70841046,89.0,1,59.4,0,92.0,6.1,92.0,0.1,1372.68947,0.26,2.2,2.3,0.81,15.8
75,2007,1,282.0,56,0.55,81.8405007,74.0,2,19.0,96,76.0,6.97,74.0,1.7,595.6368319,13.68,9.4,9.3,0.363,6.4
61,2007,1,148.0,1,3.64,25.62349238,92.0,0,48.1,1,94.0,4.87,92.0,0.9,462.517913,27.75,1.9,1.7,0.714,12.5
71,2004,0,92.0,0,12.42,12372.05188,94.0,0,56.4,0,99.0,8.2,99.0,0.1,75716.3518,0.46,1.0,0.9,0.867,13.5
95,2006,1,134.0,12,4.22,448.7670462,94.0,0,49.5,15,94.0,4.47,94.0,0.4,3171.49856,279.5,1.2,1.2,0.693,13.0
86,2009,1,183.0,25,0.22,6.19357029,89.0,189,15.9,32,93.0,6.41,89.0,0.2,48.7299,26.74,16.9,17.4,0.502,10.5
126,2010,1,118.0,0,6.21,2331.532804,95.0,0,61.2,1,95.0,8.63,95.0,0.1,11938.212,33.74,1.5,1.5,0.777,15.6
7,2004,0,86.0,0,12.1,5316.877456,83.0,15,52.2,0,83.0,1.56,83.0,0.1,36693.4262,81.72,1.7,1.9,0.841,14.7
99,2014,0,135.0,2,0.01,1.576409172,94.0,59,59.9,2,94.0,5.57,94.0,0.1,12.27733,19.99,2.6,2.8,0.797,14.7
88,2003,1,198.0,4,3.77,2.542436908,86.0,0,44.9,5,86.0,6.12,86.0,0.3,115.565314,5.25,2.1,2.0,0.583,11.0
63,2005,1,294.0,8,6.94,351.8603267,94.0,16118,46.3,9,99.0,4.7,98.0,0.1,3771.278957,15.15,2.4,2.5,0.737,13.9
72,2004,1,267.0,38,0.81,23.72796328,71.0,35558,15.4,58,74.0,4.89,78.0,0.6,245.1235876,17.83,8.2,8.1,0.466,8.7
94,2007,1,159.0,3,5.61,318.6201852,86.0,0,44.2,4,95.0,6.41,95.0,0.1,2312.192926,59.66,2.2,2.1,0.649,12.0
12,2011,1,188.0,0,6.64,605.6286892,95.0,0,47.8,0,95.0,5.61,95.0,0.5,4516.24675,3.29,3.5,3.4,0.7,12.4
130,2001,1,686.0,25,1.72,0.0,76.0,529,25.9,39,76.0,6.16,75.0,42.1,548.587312,123.66,1.6,1.7,0.427,9.8
115,2010,1,171.0,10,0.32,43.34099958,93.0,0,36.6,12,95.0,6.4,93.0,0.2,738.3475227,7.64,3.7,3.8,0.603,11.1
1,2008,1,1.0,1,5.61,36.62206845,99.0,0,52.6,1,99.0,5.87,99.0,0.1,437.539647,29.47,1.6,1.6,0.713,12.0
7,2002,0,9.0,0,12.5,3979.057728,81.0,0,51.2,0,82.0,1.27,83.0,0.1,26351.37568,8.82,1.7,1.9,0.847,16.1
52,2013,1,218.0,0,7.56,345.9044258,98.0,0,45.0,1,98.0,5.1,98.0,0.3,3944.178173,0.76,5.5,5.3,0.633,10.3
14,2012,1,223.0,0,0.01,188.7373664,97.0,1,21.9,1,97.0,3.7,97.0,0.6,2422.816,7.53,16.1,16.7,0.581,12.3
42,2012,1,195.0,0,0.01,431.4854874,99.0,0,6.2,0,99.0,4.16,99.0,0.1,4546.73854,8.74,4.0,3.7,0.714,14.9
76,2011,0,59.0,0,6.91,3601.287457,82.0,3,68.0,0,96.0,9.6,96.0,0.1,22821.847,4.16,0.8,0.7,0.826,14.8
94,2014,1,147.0,3,0.01,561.7684701,87.0,0,49.4,3,83.0,9.81,87.0,0.2,4712.822736,65.53,2.0,1.9,0.688,12.3
73,2012,1,42.0,31,0.01,82.76865922,96.0,11,18.4,46,95.0,12.6,96.0,8.3,374.51882,1.7,6.6,6.5,0.454,10.7
121,2009,1,12.0,3,1.4,585.6307861,99.0,1,55.6,3,99.0,6.18,99.0,0.1,4129.977335,15.22,6.3,6.3,0.706,14.4
62,2012,1,115.0,4,0.41,67.70171064,98.0,3,63.2,4,98.0,8.0,98.0,0.1,387.753211,79.93,3.9,3.9,0.735,12.9
67,2010,1,94.0,1,1.58,805.3956346,81.0,12,63.5,1,75.0,7.19,81.0,0.1,8763.826274,43.37,4.7,4.7,0.752,13.3
108,2013,1,182.0,0,0.01,24.73328608,94.0,0,48.9,0,99.0,5.42,94.0,0.1,188.5159,5.64,1.1,1.2,0.509,9.5
16,2013,1,286.0,2,0.01,1.117811275,95.0,1,36.8,2,96.0,5.84,95.0,2.8,77.625783,2.13,7.0,6.7,0.693,12.6
11,2003,0,95.0,0,11.28,507.306164,64.0,44,59.4,1,96.0,9.3,95.0,0.1,3743.95693,13.76,0.8,0.8,0.878,18.6
0,2006,1,295.0,84,0.03,17.17151751,64.0,1990,14.7,116,58.0,7.43,58.0,0.1,272.56377,25.89,19.2,19.3,0.405,8.1
62,2009,1,118.0,4,0.59,668.7447334,98.0,0,6.9,4,98.0,9.54,98.0,0.1,3492.1396,68.21,3.8,3.8,0.742,13.6
121,2002,1,19.0,4,1.17,262.8184944,93.0,98,49.7,5,96.0,5.32,96.0,0.1,2346.5937,98.64,6.5,6.4,0.662,13.3
52,2001,1,247.0,1,6.71,15.54978677,85.0,0,36.4,1,9.0,5.82,85.0,1.7,925.582546,7.52,5.9,5.7,0.606,10.9
105,2007,1,132.0,1,9.3,772.8700353,99.0,201,55.1,1,93.0,1.2,94.0,0.1,5458.121718,73.82,2.4,2.4,0.743,13.5
71,2007,0,82.0,0,11.75,267.051312,87.0,0,57.9,0,96.0,6.8,99.0,0.1,1618.4928,4.8,0.9,0.9,0.877,13.5
88,2010,1,154.0,3,3.38,302.7045411,98.0,0,5.2,3,99.0,6.58,98.0,0.1,1526.497938,57.38,1.9,1.8,0.614,11.4
108,2003,1,215.0,0,1.18,16.83170578,79.0,0,4.4,0,84.0,6.0,84.0,0.1,744.7657423,4.47,1.3,1.3,0.453,8.0
70,2002,0,22.0,0,11.0,561.9168642,94.0,103,57.5,0,97.0,6.4,95.0,0.1,4146.987928,3.44,3.3,3.3,0.77,15.3
30,2005,1,266.0,2,0.24,69.9675435,68.0,912,19.2,2,67.0,4.32,68.0,0.1,621.93372,6.12,7.5,7.4,0.434,9.7
86,2007,1,194.0,29,0.2,52.22906505,82.0,1415,14.9,38,82.0,5.84,82.0,0.2,393.8843518,262.15,17.2,17.8,0.486,10.0
63,2013,1,28.0,5,6.48,26.4072659,99.0,73,51.4,6,98.0,4.3,98.0,0.1,1389.8561,17.35,2.4,2.5,0.782,15.0
125,2007,1,277.0,5,8.86,46.19685449,92.0,1005,57.2,6,98.0,6.36,98.0,0.7,368.68998,4.66,2.5,2.7,0.723,14.8
18,2012,0,139.0,1,10.99,851.450672,95.0,1,63.9,1,95.0,7.11,95.0,0.1,7378.25539,7.36,1.9,1.9,0.778,14.3
7,2013,0,68.0,0,11.82,90.58501176,95.0,0,56.6,0,95.0,11.14,95.0,0.1,554.71532,84.79,1.8,2.0,0.887,15.7
5,2012,1,121.0,1,3.89,274.1526986,95.0,0,52.6,1,96.0,4.48,95.0,0.1,3684.8481,28.82,2.0,2.1,0.732,12.7
98,2004,0,99.0,0,13.45,276.0999798,94.0,5,53.3,1,95.0,9.84,95.0,0.1,1845.5881,14.84,0.7,0.6,0.792,15.9
120,2012,1,174.0,0,6.7,1486.236406,92.0,0,44.0,0,91.0,5.78,92.0,0.4,19152.531,13.42,5.9,6.1,0.772,12.6
11,2009,0,85.0,0,10.05,671.9376566,97.0,33,61.6,1,98.0,1.39,98.0,0.1,4488.5615,17.96,0.9,0.9,0.876,15.8
78,2008,1,166.0,0,2.49,6.6489825,99.0,12,29.7,0,99.0,4.6,99.0,0.1,83.635,12.44,7.4,7.3,0.728,13.6
120,2006,1,188.0,0,6.35,103.3710689,89.0,0,38.4,0,89.0,4.49,92.0,0.6,1495.96337,1.33,6.2,6.6,0.751,12.3
130,2010,1,527.0,29,5.21,53.30858081,9.0,9696,29.4,44,89.0,5.37,89.0,15.7,713.63562,14.86,7.1,7.0,0.436,10.0
36,2006,1,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,13.97,1.4,1.3,0.693,12.8
112,2005,1,63.0,3,5.08,372.1651473,95.0,0,27.8,4,88.0,6.8,86.0,49.1,2873.862141,1.16,7.3,7.5,0.495,9.7
7,2011,0,73.0,0,12.04,8272.306757,89.0,68,55.7,0,89.0,1.94,89.0,0.1,51126.74139,83.92,1.7,2.0,0.88,15.7
70,2009,0,192.0,0,12.4,1446.529217,95.0,0,59.7,0,98.0,7.53,98.0,0.1,11837.3913,31.63,2.8,2.9,0.825,16.6
7,2007,0,8.0,0,12.5,7453.8644,85.0,20,53.7,0,85.0,1.4,85.0,0.1,46586.6525,82.95,1.7,1.9,0.86,15.2
83,2010,1,47.0,69,0.96,5.743393664,74.0,2321,2.5,98,73.0,5.38,74.0,10.8,419.2258149,24.22,3.7,3.6,0.39,9.3
42,2009,1,23.0,0,2.31,60.65068446,99.0,1,58.0,0,99.0,4.26,99.0,0.1,3369.48247,8.52,4.0,3.7,0.704,14.5
76,2008,0,64.0,0,7.14,2655.573684,86.0,1,66.6,0,72.0,8.15,72.0,0.1,21928.767,0.49,0.7,0.7,0.813,14.6
42,2007,1,29.0,0,2.09,5.889526221,99.0,0,56.6,0,99.0,3.74,99.0,0.1,478.82327,8.35,4.1,3.8,0.698,14.2
123,2006,1,245.0,6,2.71,29.27235366,98.0,48,41.3,8,98.0,2.9,98.0,0.1,2136.66815,0.48,3.3,3.3,0.0,10.4
98,2001,0,11.0,1,12.22,1657.328352,7.0,0,5.9,1,96.0,9.1,97.0,0.1,11729.14616,13.63,0.8,0.6,0.782,15.7
33,2008,0,62.0,0,12.01,239.6409938,93.0,1,56.8,0,97.0,6.89,97.0,0.1,3539.7488,1.82,0.9,1.0,0.844,13.7
67,2003,1,15.0,1,2.19,527.9176618,74.0,526,59.7,1,74.0,9.3,74.0,0.1,5425.6697,3.71,4.8,4.7,0.0,14.8
80,2009,1,235.0,1,4.61,134.1678932,97.0,8,45.9,2,96.0,5.29,95.0,0.1,1717.898761,26.68,2.2,2.3,0.686,13.8
78,2002,1,179.0,0,4.14,369.6317105,88.0,0,26.4,0,88.0,4.24,88.0,0.1,3957.51296,1.25,7.9,7.9,0.683,12.5
20,2013,1,33.0,22,0.01,40.15128458,96.0,0,17.6,32,96.0,8.3,96.0,1.0,282.7555252,0.96,7.4,7.4,0.398,10.5
5,2003,1,134.0,1,3.03,7.341493148,93.0,4,48.1,1,96.0,5.56,94.0,0.1,93.1661567,0.32,2.0,2.1,0.657,10.8
75,2011,1,271.0,54,0.61,101.8113996,66.0,24,21.3,90,72.0,6.59,66.0,1.5,835.88998,15.55,8.5,8.3,0.404,7.5
112,2010,1,459.0,2,4.93,56.93670561,89.0,313,29.7,4,89.0,8.47,89.0,21.6,369.239336,1.23,5.4,5.6,0.523,11.0
101,2005,1,37.0,24,7.01,39.44666715,95.0,129,15.4,38,95.0,6.83,95.0,7.1,287.931877,89.92,6.8,7.0,0.388,8.8
52,2010,1,221.0,0,7.52,48.02859441,95.0,0,42.4,1,95.0,6.6,95.0,0.4,326.281212,7.47,5.6,5.3,0.618,10.2
83,2006,1,434.0,78,1.2,58.59644487,75.0,183,18.9,113,73.0,6.51,78.0,16.3,385.7567141,215.47,3.8,3.7,0.353,7.9
83,2012,1,48.0,64,1.19,49.90987221,76.0,145,21.3,90,73.0,5.58,76.0,6.9,566.513873,25.68,3.6,3.5,0.4,9.2
76,2004,0,69.0,0,6.53,203.3157499,85.0,4,64.5,0,89.0,8.46,89.0,0.1,1519.5497,0.41,0.7,0.7,0.797,14.2
108,2005,1,24.0,0,0.9,25.31155956,83.0,0,42.1,0,9.0,7.83,89.0,0.1,88.874858,4.7,1.3,1.3,0.465,8.3
18,2002,0,157.0,1,10.2,33.26778134,88.0,0,58.1,1,94.0,7.41,93.0,0.1,287.534843,78.37,2.4,2.4,0.723,12.9
14,2014,1,216.0,0,0.01,209.3921344,99.0,0,23.6,1,98.0,3.57,99.0,0.5,2522.7968,7.76,15.7,16.2,0.596,12.5
18,2011,0,144.0,1,10.67,875.1495189,96.0,157,63.3,1,95.0,6.88,95.0,0.1,7813.83499,73.48,2.0,2.0,0.775,14.2
61,2003,1,166.0,1,3.48,155.5884677,36.0,0,44.5,1,99.0,4.56,96.0,2.3,3465.221998,27.13,1.9,1.8,0.694,11.9
7,2008,0,76.0,0,12.0,8329.731655,83.0,448,54.2,0,83.0,1.6,83.0,0.1,51386.37665,83.21,1.7,1.9,0.864,15.1
101,2003,1,48.0,29,6.66,33.30286123,96.0,1064,14.5,46,96.0,6.34,96.0,8.1,212.6619491,8.68,7.0,7.3,0.359,7.6
52,2006,1,24.0,1,7.04,170.6325842,93.0,0,39.6,1,92.0,4.67,93.0,1.1,1945.6395,0.75,5.7,5.5,0.622,11.7
125,2013,1,198.0,4,8.44,52.42529588,46.0,0,6.1,5,72.0,7.67,76.0,0.2,429.71554,4.55,2.3,2.4,0.744,15.2
98,2003,0,15.0,0,14.21,2283.891796,94.0,8,52.5,1,96.0,9.54,99.0,0.1,15772.7334,14.59,0.7,0.6,0.789,15.8
73,2002,1,67.0,46,1.1,3.885394742,64.0,92,14.8,75,79.0,4.82,64.0,24.7,29.9798977,12.14,7.7,7.6,0.388,10.4
62,2008,1,119.0,4,0.61,535.2786404,97.0,2,6.1,4,98.0,8.78,97.0,0.1,3385.69665,64.9,3.8,3.8,0.739,13.6
78,2012,1,154.0,0,0.01,915.1859205,98.0,0,31.8,0,98.0,4.76,98.0,0.1,9291.227619,12.56,7.1,7.0,0.756,14.3
83,2008,1,45.0,72,1.48,0.796915785,75.0,4,19.7,104,74.0,4.91,75.0,12.6,53.127719,228.47,3.7,3.7,0.372,8.8
54,2013,1,15.0,4,3.11,311.7553193,97.0,0,49.3,4,97.0,9.15,97.0,0.4,2136.77395,86.58,2.2,2.1,0.614,11.6
72,2011,1,241.0,31,0.97,78.79967196,73.0,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,217.44,7.5,7.4,0.504,10.2
80,2010,1,25.0,1,5.8,22.31624272,96.0,7,46.9,2,96.0,4.7,96.0,0.1,265.353659,2.71,2.2,2.3,0.693,14.3
78,2006,1,165.0,0,3.73,502.3844946,97.0,3,28.6,0,98.0,4.38,97.0,0.1,5695.969327,12.34,7.6,7.5,0.713,13.4
18,2007,0,157.0,1,10.89,591.5100978,95.0,1,6.9,1,95.0,6.41,95.0,0.1,5932.899677,75.45,2.1,2.2,0.755,13.5
6,2003,0,71.0,1,9.97,3829.550928,95.0,91,6.3,1,92.0,8.32,93.0,0.1,23465.38559,1.99,0.7,0.7,0.905,20.6
92,2005,1,122.0,1,5.53,623.9100503,92.0,0,5.3,2,88.0,7.48,92.0,0.1,4916.54886,3.33,2.1,2.1,0.74,12.9
125,2003,1,256.0,6,5.92,21.22386354,77.0,411,55.7,6,99.0,6.93,97.0,0.9,148.522488,47.81,2.8,2.9,0.691,14.3
86,2013,1,162.0,19,0.27,80.15505125,92.0,1861,18.0,24,92.0,5.69,92.0,0.1,688.6172788,27.99,16.1,16.5,0.545,12.3
63,2004,1,287.0,8,6.55,33.91660183,99.0,2204,45.8,9,99.0,3.95,82.0,0.1,2874.288291,15.13,2.5,2.6,0.725,13.5
79,2005,1,126.0,42,4.93,998.3498049,98.0,6,56.4,49,98.0,6.4,98.0,0.1,7986.798439,184.72,1.8,1.7,0.719,12.2
98,2007,0,94.0,0,12.57,333.3569124,97.0,0,55.7,0,96.0,9.62,97.0,0.1,2278.5845,15.43,0.7,0.5,0.797,15.4
35,2009,1,157.0,6,6.05,587.8828228,8.0,0,52.6,8,85.0,4.41,82.0,1.2,4952.67753,97.68,3.4,3.3,0.695,12.9
93,2007,1,295.0,11,0.71,85.7175381,61.0,0,42.7,14,72.0,4.4,71.0,1.4,956.668952,66.28,1.4,1.3,0.461,8.6
52,2002,1,244.0,1,7.73,10.9363388,91.0,0,37.1,1,93.0,5.84,91.0,2.3,96.8674827,7.52,5.9,5.7,0.609,11.0
8,2008,1,141.0,6,1.18,206.2616134,68.0,5,46.6,6,85.0,4.37,81.0,0.1,5574.6382,0.88,2.8,2.9,0.719,11.6
47,2004,1,34.0,41,1.46,53.23775977,8.0,60,21.8,62,81.0,3.96,8.0,3.2,423.1936389,29.87,8.4,8.3,0.491,7.7
93,2008,1,29.0,11,0.81,103.7277727,59.0,0,43.4,14,76.0,4.6,63.0,1.3,1178.72469,67.87,1.4,1.3,0.469,8.9
62,2003,1,127.0,4,0.54,228.7838108,97.0,76,56.3,4,97.0,9.15,97.0,0.1,1889.213962,53.97,3.9,3.9,0.717,13.2
126,2014,1,117.0,0,6.03,463.6397821,95.0,0,63.4,0,95.0,8.58,95.0,0.1,16737.89827,34.2,1.5,1.4,0.791,15.5
0,2009,1,281.0,77,0.01,56.76221682,63.0,2861,16.2,106,63.0,9.42,63.0,0.1,445.8932979,2.84,18.6,18.7,0.434,8.9
99,2001,0,179.0,4,9.78,180.1095132,98.0,10,51.9,5,99.0,4.36,99.0,0.1,1839.72945,22.13,3.8,4.2,0.708,11.7
73,2014,1,377.0,27,0.01,59.48744893,91.0,3,19.2,40,87.0,11.38,91.0,5.1,354.7253961,17.69,6.5,6.3,0.466,10.7
74,2001,1,144.0,4,0.53,210.2417002,95.0,2198,27.0,5,95.0,3.4,96.0,0.1,3915.11546,23.7,9.7,9.4,0.725,11.9
95,2004,1,151.0,14,4.27,356.9393805,92.0,0,48.1,18,81.0,4.56,86.0,0.4,2448.143899,272.73,1.3,1.3,0.685,12.8
80,2002,1,263.0,2,2.43,55.60878216,98.0,1205,39.8,2,98.0,5.81,98.0,0.1,571.51883,24.44,2.4,2.5,0.599,10.1
115,2008,1,178.0,10,0.32,4.153362912,86.0,0,35.3,12,87.0,5.58,86.0,0.3,76.914128,7.4,3.8,3.8,0.592,10.8
0,2008,1,287.0,80,0.03,25.87392536,64.0,1599,15.7,110,64.0,8.33,64.0,0.1,373.3611163,27.29,18.8,18.9,0.433,8.7
16,2009,1,393.0,2,5.01,426.7855662,94.0,184,34.7,3,96.0,6.39,96.0,9.0,5185.729845,19.8,8.4,8.2,0.661,12.2
93,2011,1,285.0,10,0.88,23.40731286,66.0,0,45.7,13,69.0,4.94,72.0,1.0,177.867119,72.69,1.3,1.3,0.494,9.9
74,2008,1,132.0,3,0.47,438.4519214,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8513.629541,27.11,8.5,8.3,0.747,12.5
14,2000,1,312.0,1,0.17,93.35872844,98.0,418,13.9,1,98.0,6.91,92.0,0.1,765.8632358,5.73,19.2,19.9,0.0,7.3
83,2001,1,48.0,90,2.09,37.82511936,25.0,7085,16.9,132,72.0,5.64,73.0,13.4,256.4414872,185.89,4.1,4.0,0.298,5.8
66,2001,0,228.0,0,6.68,332.2751709,96.0,1,55.7,0,97.0,6.17,97.0,0.1,3572.8513,2.34,2.8,2.8,0.728,14.2
120,2008,1,185.0,0,6.41,1902.693048,9.0,0,4.2,0,91.0,4.4,9.0,0.3,21188.11857,13.15,6.1,6.4,0.767,12.4
1,2006,1,99.0,1,5.31,3.3021542,98.0,68,5.8,1,97.0,5.86,97.0,0.1,35.1293,29.93,1.7,1.8,0.696,11.4
121,2013,1,13.0,3,1.29,594.6453102,98.0,16,59.3,3,98.0,7.26,98.0,0.1,4199.47253,11.15,6.4,6.3,0.72,14.7
75,2013,1,275.0,53,0.01,36.86104319,69.0,221,22.5,86,7.0,6.58,69.0,1.6,777.659139,164.78,8.1,7.9,0.421,8.0
47,2010,1,267.0,40,1.69,195.9824626,94.0,641,25.5,59,94.0,5.33,94.0,1.9,1312.67557,24.51,7.1,7.0,0.547,10.5
47,2002,1,31.0,42,1.6,3.336437969,8.0,12289,2.7,63,8.0,3.7,78.0,3.5,39.484473,199.25,8.8,8.8,0.484,7.6
75,2008,1,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784228,141.38,9.2,9.0,0.36,5.8
72,2012,1,235.0,30,0.87,59.97914461,7.0,2,19.0,42,71.0,3.46,7.0,0.4,443.9611,223.47,7.4,7.3,0.506,10.2
47,2005,1,296.0,41,1.5,78.71123825,84.0,435,22.4,62,85.0,4.51,84.0,3.1,498.172394,2.15,8.1,8.1,0.499,8.1
12,2003,1,21.0,0,5.67,312.7995946,96.0,0,42.6,0,95.0,4.53,96.0,1.5,3679.99523,0.27,3.6,3.6,0.684,12.2
127,2003,1,183.0,25,1.54,28.52135777,99.0,85,36.4,30,99.0,5.17,98.0,0.3,396.129969,25.57,3.3,3.3,0.607,11.3
0,2000,1,321.0,88,0.01,10.42496,62.0,6532,12.2,122,24.0,8.2,24.0,0.1,114.56,2.94,2.3,2.5,0.338,5.5
