size,total_sqft,bath,balcony,loc
2,1215.0,2.0,2.0,163
2,1133.0,2.0,2.0,190
3,1482.0,2.0,3.0,98
2,1325.0,2.0,1.0,222
2,1144.0,2.0,2.0,163
3,1491.0,3.0,1.0,215
3,1360.0,2.0,1.0,77
2,1180.0,2.0,1.0,222
3,1840.0,3.0,2.0,231
2,1027.0,2.0,2.0,92
1,840.0,1.0,1.0,231
2,1194.0,2.0,2.0,92
4,2805.0,4.0,3.0,92
2,1450.0,2.0,2.0,98
2,1263.0,2.0,1.0,200
3,1449.0,3.0,2.0,77
3,1711.0,3.0,1.0,200
2,1070.0,2.0,1.0,77
2,1200.0,2.0,1.0,78
1,524.0,1.0,1.0,231
3,1680.0,3.0,1.0,200
3,1787.0,3.0,2.0,200
3,2023.0,4.0,2.0,231
4,2500.0,5.0,2.0,163
2,1060.0,2.0,1.0,77
1,825.0,1.0,1.0,231
2,1060.0,2.0,1.0,77
2,1116.0,2.0,2.0,78
3,1725.0,3.0,2.0,231
2,957.0,2.0,1.0,163
3,1881.0,3.0,2.0,200
2,1240.0,2.0,1.0,92
3,2400.0,4.0,1.0,94
2,1100.0,1.0,2.0,222
3,2041.0,3.0,3.0,98
4,4000.0,4.0,2.0,231
1,702.0,1.0,0.0,200
2,1128.0,2.0,1.0,77
3,1100.0,2.0,1.0,98
2,1346.0,2.0,1.0,231
1,923.0,1.0,1.0,215
2,1325.0,2.0,2.0,163
2,1300.0,2.0,2.0,92
3,1200.0,3.0,1.0,222
2,1300.0,2.0,2.0,222
2,1031.0,2.0,1.0,78
2,1140.0,2.0,1.0,78
2,1000.0,2.0,1.0,78
3,2275.0,4.0,2.0,200
3,1457.0,3.0,3.0,200
2,1065.0,2.0,1.0,78
3,2017.0,3.0,2.0,92
2,1464.0,2.0,2.0,92
3,1691.0,3.0,2.0,200
3,1595.0,3.0,1.0,215
2,919.0,2.0,1.0,94
3,1608.0,3.0,1.0,190
2,1044.0,2.0,2.0,200
3,2017.0,3.0,2.0,92
1,933.0,2.0,1.0,215
3,2180.0,4.0,3.0,200
2,1194.0,2.0,2.0,92
2,980.0,2.0,1.0,98
2,1190.0,2.0,1.0,222
3,2017.0,2.0,2.0,92
2,1065.0,2.0,2.0,163
3,1991.0,3.0,2.0,231
3,1558.0,3.0,2.0,231
3,1260.0,2.0,1.0,190
3,1819.0,3.0,2.0,200
2,1200.0,2.0,1.0,163
2,1070.0,2.0,1.0,190
2,1338.0,2.0,1.0,231
2,1160.0,2.0,1.0,78
2,1100.0,2.0,1.0,190
2,1070.0,2.0,1.0,77
3,1290.0,2.0,3.0,222
3,1700.0,3.0,2.0,200
2,1150.0,2.0,1.0,222
2,1015.0,2.0,2.0,98
4,4111.0,4.0,1.0,200
3,2600.0,3.0,2.0,94
2,1420.0,2.0,1.0,94
1,685.0,1.0,1.0,200
2,1200.0,2.0,2.0,92
3,1431.0,3.0,2.0,231
2,770.0,1.0,1.0,77
2,1155.0,2.0,1.0,98
3,1150.0,3.0,3.0,78
2,1027.0,2.0,2.0,92
3,1850.0,3.0,2.0,92
2,950.0,2.0,2.0,163
2,1165.0,2.0,1.0,98
4,3960.0,5.0,3.0,94
2,1140.0,2.0,2.0,190
3,1760.0,2.0,2.0,94
1,933.0,1.0,1.0,215
3,1435.0,3.0,2.0,200
3,1360.0,2.0,1.0,77
3,2320.0,3.0,2.0,98
3,1810.0,3.0,2.0,92
2,950.0,2.0,1.0,98
3,1025.0,2.0,1.0,77
3,1698.0,3.0,2.0,215
2,1200.0,2.0,1.0,77
2,1216.0,2.0,1.0,231
2,1123.0,2.0,1.0,222
4,2900.0,4.0,3.0,231
4,2790.0,4.0,3.0,94
3,1525.0,3.0,2.0,163
1,530.0,1.0,1.0,231
1,550.0,1.0,0.0,190
3,1755.0,3.0,2.0,200
2,1194.0,2.0,2.0,92
2,1342.0,2.0,1.0,77
2,1000.0,2.0,1.0,200
4,5000.0,4.0,3.0,231
2,1050.0,2.0,1.0,222
2,1027.0,1.0,2.0,92
2,1128.0,2.0,1.0,77
2,775.0,2.0,2.0,78
2,1146.0,2.0,1.0,163
3,1691.0,3.0,2.0,200
3,1817.0,3.0,2.0,92
2,1244.0,2.0,1.0,78
2,1350.0,2.0,1.0,231
3,2388.0,3.0,1.0,94
2,1250.0,2.0,2.0,231
3,1680.0,3.0,3.0,163
3,1564.0,3.0,1.0,215
2,1194.0,2.0,2.0,92
2,1060.0,2.0,1.0,77
2,1140.0,2.0,2.0,92
4,2483.0,5.0,2.0,94
1,760.0,1.0,2.0,215
2,1355.0,2.0,1.0,77
3,2089.0,3.0,2.0,200
3,1897.0,3.0,2.0,231
2,1070.0,2.0,1.0,77
2,1128.0,2.0,1.0,77
3,1587.0,3.0,1.0,190
2,1128.0,2.0,1.0,77
3,1976.0,3.0,2.0,92
3,1305.0,2.0,1.0,98
3,1590.0,3.0,2.0,98
2,1095.0,2.0,1.0,190
3,2264.0,3.0,2.0,98
3,1691.0,3.0,2.0,200
3,1697.0,3.0,2.0,215
1,905.0,1.0,1.0,231
2,1286.0,2.0,2.0,78
2,1346.0,2.0,1.0,200
3,1639.0,3.0,2.0,231
2,1060.0,2.0,1.0,200
2,1088.0,2.0,2.0,94
2,1243.0,2.0,2.0,92
4,3400.0,4.0,3.0,163
2,1315.0,2.0,1.0,92
2,1090.0,2.0,1.0,190
2,1362.0,2.0,3.0,231
2,1162.0,2.0,0.0,190
1,615.0,1.0,1.0,163
3,1550.0,2.0,2.0,200
3,1740.0,2.0,1.0,94
2,1056.0,2.0,2.0,215
4,2502.0,4.0,2.0,98
4,2400.0,4.0,1.0,231
2,1089.0,2.0,1.0,222
3,2275.0,4.0,2.0,200
2,1243.0,2.0,2.0,92
3,1300.0,2.0,2.0,222
2,1299.0,2.0,1.0,94
2,1101.0,2.0,0.0,222
2,1155.0,2.0,1.0,98
3,1580.0,3.0,1.0,190
2,1200.0,2.0,1.0,94
4,3067.0,4.0,2.0,94
2,920.0,2.0,2.0,78
2,1100.0,2.0,1.0,163
3,1644.0,3.0,2.0,77
2,1120.0,2.0,1.0,222
2,965.0,2.0,1.0,215
3,1645.0,3.0,2.0,94
2,1320.0,2.0,1.0,231
2,1194.0,2.0,2.0,92
2,1194.0,2.0,2.0,92
3,1500.0,2.0,1.0,77
3,1732.0,3.0,1.0,215
3,2089.0,3.0,2.0,98
3,1655.0,3.0,3.0,231
4,2928.0,4.0,3.0,231
1,702.0,1.0,1.0,200
3,1884.0,4.0,2.0,215
2,1105.0,2.0,1.0,190
2,1270.0,2.0,2.0,190
3,1745.0,3.0,3.0,231
2,1045.0,2.0,1.0,222
4,2695.0,4.0,3.0,215
2,1206.0,2.0,1.0,190
2,1053.0,2.0,1.0,98
3,1580.0,3.0,3.0,200
3,1950.0,3.0,2.0,163
2,1023.0,2.0,2.0,190
2,1140.0,2.0,2.0,98
3,1691.0,3.0,2.0,200
3,1750.0,3.0,3.0,200
2,1060.0,2.0,1.0,190
2,1243.0,2.0,2.0,92
2,1170.0,2.0,3.0,190
2,1160.0,2.0,1.0,78
3,1810.0,3.0,2.0,92
2,1070.0,2.0,2.0,78
3,1575.0,3.0,2.0,77
2,1065.0,2.0,1.0,98
2,1095.0,2.0,2.0,190
2,1090.0,2.0,2.0,190
2,1220.0,2.0,1.0,163
4,2524.0,5.0,2.0,163
2,1151.0,2.0,2.0,190
3,1550.0,3.0,2.0,163
3,1870.0,3.0,2.0,231
3,1275.0,3.0,3.0,77
2,1098.0,2.0,1.0,215
2,1270.0,2.0,3.0,163
3,1965.0,3.0,3.0,200
2,1419.0,2.0,2.0,190
3,1735.0,3.0,2.0,92
2,1300.0,2.0,2.0,92
4,2268.0,3.0,2.0,231
2,1128.0,2.0,1.0,77
2,770.0,1.0,1.0,77
4,2500.0,5.0,2.0,163
3,1350.0,3.0,2.0,77
3,1482.0,2.0,1.0,98
2,1133.0,2.0,2.0,190
2,1255.0,2.0,2.0,190
2,1157.0,2.0,1.0,190
2,1128.0,2.0,1.0,190
2,1213.0,2.0,2.0,222
2,1008.0,2.0,3.0,222
3,1469.0,3.0,1.0,163
2,1070.0,2.0,1.0,77
3,1697.0,3.0,2.0,231
2,1150.0,2.0,1.0,222
3,2321.0,4.0,1.0,231
2,1140.0,2.0,2.0,190
2,950.0,2.0,1.0,163
2,984.0,2.0,1.0,200
3,1255.0,2.0,1.0,94
4,2882.0,5.0,1.0,231
1,435.0,1.0,1.0,77
2,1088.0,2.0,1.0,92
2,1282.0,2.0,2.0,200
4,1880.0,4.0,0.0,98
4,3940.0,5.0,3.0,231
4,3951.0,4.0,3.0,163
1,435.0,1.0,1.0,77
2,1270.0,2.0,2.0,163
2,1125.0,2.0,1.0,163
3,1255.0,2.0,1.0,94
2,1196.0,2.0,2.0,190
2,1128.0,2.0,1.0,77
2,1210.0,2.0,1.0,77
3,1930.0,4.0,2.0,215
2,1290.0,2.0,2.0,200
4,3606.0,4.0,2.0,231
2,1019.0,2.0,2.0,163
2,1180.0,2.0,1.0,222
2,1270.0,2.0,1.0,231
2,1128.0,2.0,1.0,77
3,1645.0,3.0,2.0,94
2,1135.0,2.0,2.0,78
3,1890.0,3.0,2.0,92
2,1337.0,2.0,1.0,94
2,1040.0,2.0,2.0,98
3,1563.0,3.0,2.0,77
2,1036.0,2.0,1.0,98
2,1056.0,2.0,1.0,92
3,1617.0,3.0,3.0,222
2,1093.0,2.0,2.0,215
2,1235.0,2.0,1.0,190
2,1000.0,2.0,1.0,222
2,1002.0,2.0,1.0,222
3,3150.0,3.0,1.0,231
2,973.0,2.0,1.0,98
2,1075.0,2.0,1.0,222
3,2901.0,4.0,2.0,231
