Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population (in 100K), thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
52,2007,1,232.0,1,7.2,362.8702271,94.0,0,4.3,1,94.0,6.45,94.0,1.9,2327.58324,7.48,5.7,5.5,0.62,11.2
120,2009,1,183.0,0,6.37,128.0896289,9.0,0,41.1,0,9.0,6.47,9.0,0.2,1458.8796,13.22,6.0,6.4,0.773,12.5
36,2000,1,163.0,9,3.99,84.17527008,36.0,0,43.6,11,83.0,3.38,87.0,0.3,1451.29776,126.29,1.6,1.5,0.668,12.4
123,2010,1,211.0,7,2.48,385.325164,96.0,0,44.2,8,96.0,1.99,96.0,0.1,4439.23,0.59,3.2,3.3,0.0,10.6
25,2014,1,437.0,15,0.01,53.43964323,47.0,210,22.1,22,47.0,4.2,47.0,4.5,377.132274,45.15,8.4,8.3,0.345,7.1
20,2007,1,355.0,24,4.54,1.72659515,99.0,43,14.8,36,93.0,1.3,99.0,3.4,17.79995,79.4,8.0,8.0,0.309,7.2
54,2000,1,174.0,6,2.61,28.80831098,93.0,0,38.8,8,88.0,6.63,94.0,1.7,188.783165,65.24,2.8,2.7,0.551,9.8
79,2002,1,127.0,49,4.77,12.1859723,97.0,0,54.1,58,98.0,5.52,97.0,0.1,716.8219,14.36,1.9,1.8,0.703,11.6
10,2012,1,194.0,0,16.35,91.70962117,97.0,10,6.5,1,98.0,5.1,98.0,0.1,694.243915,94.64,2.0,2.1,0.793,15.6
105,2008,1,132.0,1,9.54,96.33237912,93.0,2,55.8,1,95.0,1.5,95.0,0.1,671.773913,7.35,2.3,2.4,0.749,13.5
122,2002,1,138.0,38,1.47,35.55729,72.0,7823,55.1,46,78.0,5.36,78.0,0.1,366.57,65.14,5.2,5.0,0.658,11.5
81,2013,1,19.0,0,0.01,707.144691,9.0,0,6.7,0,94.0,6.43,94.0,0.1,7186.429787,0.62,1.8,1.9,0.799,15.1
110,2001,0,84.0,2,9.86,2044.169761,83.0,0,58.2,2,95.0,7.24,96.0,0.1,15323.6114,4.85,0.6,0.5,0.825,15.7
66,2002,0,219.0,0,7.44,376.4570185,98.0,0,56.0,0,98.0,6.29,97.0,0.1,4132.34927,2.31,2.7,2.7,0.746,14.8
97,2012,0,125.0,2,10.81,230.040097,97.0,71,59.7,2,95.0,6.62,99.0,0.1,13145.1484,38.63,2.0,2.1,0.834,15.3
98,2008,0,92.0,0,12.35,3652.869332,97.0,1,56.5,0,97.0,9.9,97.0,0.1,24815.6884,15.58,0.7,0.5,0.804,15.8
59,2010,1,61.0,1,2.63,409.4109292,97.0,23,63.0,1,95.0,7.36,95.0,0.1,3661.994,0.76,1.2,1.1,0.878,15.7
97,2002,0,145.0,3,8.02,516.0554391,98.0,34,54.0,3,98.0,6.32,99.0,0.1,5196.932921,38.23,2.5,2.6,0.79,15.0
66,2013,0,161.0,0,10.37,150.3116884,94.0,0,6.2,0,94.0,5.67,94.0,0.1,1532.22924,2.13,2.2,2.2,0.814,15.4
70,2002,0,22.0,0,11.0,561.9168642,94.0,103,57.5,0,97.0,6.4,95.0,0.1,4146.987928,3.44,3.3,3.3,0.77,15.3
34,2008,1,289.0,1,0.49,171.7686449,88.0,143,31.3,2,89.0,8.5,89.0,3.3,1214.77118,8.23,5.7,5.6,0.427,5.0
99,2006,0,157.0,3,8.51,665.6427546,99.0,3196,54.4,4,97.0,5.6,97.0,0.1,5828.745662,21.19,3.2,3.7,0.755,13.7
130,2013,1,399.0,25,6.39,10.66670728,95.0,0,3.8,36,95.0,6.88,95.0,6.8,111.227396,1.55,6.2,6.0,0.488,10.4
36,2012,1,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,572.14313,154.2,1.3,1.2,0.717,13.3
17,2014,1,144.0,44,7.32,83.16465362,96.0,876,55.3,49,96.0,8.32,93.0,0.1,1226.61731,242.13,2.7,2.7,0.747,15.2
25,2013,1,451.0,16,0.01,52.37766601,23.0,596,21.6,23,23.0,3.82,23.0,5.1,337.4849614,45.0,8.5,8.5,0.37,7.1
6,2010,0,64.0,1,10.52,8875.786493,92.0,70,63.9,1,92.0,9.2,92.0,0.1,51874.848,2.23,0.7,0.6,0.927,19.5
114,2006,1,123.0,8,0.97,122.6523334,83.0,517,48.5,10,83.0,3.78,8.0,0.1,1762.24617,189.15,6.4,6.3,0.636,11.4
84,2012,1,25.0,44,0.55,38.4279083,58.0,2175,21.3,58,87.0,2.22,84.0,0.5,1171.58257,59.87,13.0,13.2,0.533,9.1
89,2011,1,241.0,50,0.15,32.22493445,75.0,771,17.7,93,4.0,6.66,75.0,0.7,375.5819866,17.65,1.5,1.3,0.323,4.8
24,2011,1,68.0,2,8.2,971.9280384,7.0,803,64.7,2,87.0,1.82,87.0,0.1,5282.2176,34.34,0.5,0.5,0.903,15.9
113,2014,0,54.0,0,7.3,1142.212403,67.0,26,59.0,0,98.0,11.93,98.0,0.1,5918.19898,9.7,1.5,1.3,0.906,15.8
61,2012,1,138.0,1,3.65,37.17108782,96.0,0,52.0,1,96.0,5.66,96.0,0.5,521.33363,2.85,1.8,1.7,0.725,12.8
14,2012,1,223.0,0,0.01,188.7373664,97.0,1,21.9,1,97.0,3.7,97.0,0.6,2422.816,7.53,16.1,16.7,0.581,12.3
74,2003,1,138.0,3,0.48,264.2496129,95.0,632,28.8,4,96.0,3.95,96.0,0.1,4463.675893,24.69,9.3,9.1,0.724,12.1
99,2003,0,174.0,4,8.78,375.1740323,98.0,9,52.9,4,97.0,5.3,97.0,0.1,2774.95586,215.74,3.5,4.0,0.722,12.5
92,2010,1,122.0,1,6.94,1199.319976,94.0,0,54.2,2,95.0,8.5,94.0,0.1,7937.259931,36.43,2.0,1.9,0.756,12.8
125,2013,1,198.0,4,8.44,52.42529588,46.0,0,6.1,5,72.0,7.67,76.0,0.2,429.71554,4.55,2.3,2.4,0.744,15.2
47,2012,1,257.0,39,0.01,151.899429,92.0,1613,26.7,56,91.0,4.79,92.0,0.9,1629.8222,25.73,6.7,6.6,0.563,11.2
99,2004,0,165.0,4,9.82,431.3250367,99.0,117,53.4,4,97.0,5.43,97.0,0.1,3552.92452,214.52,3.4,3.9,0.733,12.9
118,2014,1,285.0,13,0.01,4.877350139,87.0,577,23.7,20,85.0,5.25,87.0,1.0,62.1318489,72.29,6.6,6.4,0.475,12.0
67,2012,1,93.0,1,1.53,151.1526829,81.0,9,64.4,1,75.0,6.99,81.0,0.1,8787.94668,4.92,4.8,4.8,0.763,13.3
97,2009,0,136.0,2,10.7,1299.159757,98.0,115,57.8,3,96.0,7.12,99.0,0.1,11527.59323,38.15,2.1,2.3,0.818,15.1
16,2011,1,325.0,2,5.76,668.9562854,95.0,8,35.7,3,96.0,5.25,95.0,5.5,7645.21469,2.51,7.7,7.4,0.678,12.4
4,2012,1,12.0,9,8.35,1133.558003,91.0,2,61.0,10,99.0,5.2,91.0,0.1,12969.7712,42.97,1.0,0.9,0.822,17.2
78,2012,1,154.0,0,0.01,915.1859205,98.0,0,31.8,0,98.0,4.76,98.0,0.1,9291.227619,12.56,7.1,7.0,0.756,14.3
88,2007,1,173.0,3,3.83,253.0007812,93.0,0,47.9,4,93.0,6.91,93.0,0.2,1344.31871,5.52,2.0,1.9,0.601,11.0
97,2007,0,144.0,2,10.9,14.3042452,98.0,40,56.6,3,99.0,6.28,99.0,0.1,1126.31852,3.81,2.2,2.4,0.808,15.0
72,2003,1,268.0,40,0.93,37.12894787,61.0,62233,15.0,60,65.0,4.81,66.0,0.7,316.7998965,172.79,8.3,8.3,0.457,8.5
30,2014,1,23.0,1,0.01,73.86584922,88.0,0,23.7,2,87.0,6.75,87.0,0.8,852.954379,7.59,6.8,6.6,0.497,11.1
18,2008,0,155.0,1,10.98,107.9826127,96.0,1,61.5,1,96.0,6.61,95.0,0.1,7296.122479,74.93,2.1,2.1,0.761,13.8
71,2007,0,82.0,0,11.75,267.051312,87.0,0,57.9,0,96.0,6.8,99.0,0.1,1618.4928,4.8,0.9,0.9,0.877,13.5
121,2006,1,12.0,3,1.46,420.1153538,99.0,3,53.1,4,99.0,5.64,99.0,0.1,3371.71231,11.96,6.3,6.3,0.689,14.2
66,2003,0,29.0,0,8.24,478.0644911,98.0,0,56.3,0,98.0,6.15,98.0,0.1,5134.95694,22.88,2.6,2.6,0.761,15.2
34,2013,1,256.0,1,0.53,229.4410095,82.0,28,33.8,2,82.0,9.14,82.0,2.1,1622.637974,8.97,5.6,5.4,0.464,6.3
94,2006,1,161.0,3,5.61,26.18072382,92.0,0,43.5,4,98.0,6.43,98.0,0.2,189.71539,58.83,2.2,2.2,0.648,12.1
22,2007,1,24.0,16,2.08,57.73516711,82.0,394,14.8,20,82.0,3.75,82.0,0.9,631.675789,136.77,11.3,11.5,0.495,10.3
1,2009,1,91.0,1,5.79,348.0559517,98.0,0,53.5,1,98.0,5.79,98.0,0.1,4114.136545,29.28,1.5,1.6,0.721,12.2
22,2013,1,183.0,11,0.01,8.758214538,83.0,0,18.2,13,66.0,5.93,83.0,0.2,128.419568,15.23,11.0,11.1,0.546,10.8
2,2007,1,129.0,20,0.44,320.3239241,9.0,0,5.8,23,95.0,3.82,95.0,0.1,3935.183343,0.34,6.0,5.9,0.69,12.3
92,2003,1,126.0,1,5.52,58.45976019,98.0,0,48.6,2,95.0,7.6,98.0,0.1,4267.13578,3.29,2.2,2.2,0.728,12.8
120,2002,1,192.0,0,5.12,72.03911741,5.0,0,35.2,1,96.0,5.0,96.0,2.0,749.626612,12.78,6.5,7.0,0.721,11.9
98,2012,0,81.0,0,11.96,331.457035,98.0,23,59.5,0,98.0,9.74,98.0,0.1,2577.4264,15.15,0.7,0.5,0.824,16.3
19,2007,1,293.0,46,4.58,73.92730583,89.0,12,15.1,83,93.0,6.63,89.0,1.7,475.11122,14.25,9.8,9.3,0.334,4.9
44,2005,1,37.0,2,7.72,353.2438029,28.0,0,3.8,3,44.0,2.76,45.0,10.9,6741.293948,1.43,7.2,7.1,0.64,12.4
54,2001,1,171.0,6,2.74,15.36175284,95.0,0,39.6,8,99.0,6.88,96.0,1.6,113.4546,6.69,2.7,2.7,0.557,9.9
78,2007,1,161.0,0,3.24,582.5143743,97.0,13,29.1,0,96.0,4.24,97.0,0.1,6574.654338,1.24,7.5,7.4,0.72,13.5
21,2002,1,148.0,0,3.82,155.2072669,4.0,0,22.6,0,92.0,5.17,91.0,0.8,1373.515636,0.45,9.2,9.1,0.569,11.3
72,2008,1,259.0,34,0.68,6.448762615,77.0,3,17.1,49,77.0,4.5,77.0,0.5,47.733254,199.96,7.8,7.7,0.491,9.4
73,2003,1,613.0,43,1.08,4.375316094,84.0,167,15.2,70,85.0,6.35,84.0,24.2,26.152517,123.37,7.6,7.5,0.362,10.3
93,2010,1,286.0,10,0.79,18.99961966,56.0,0,44.9,14,72.0,4.18,67.0,1.1,1366.879112,7.18,1.4,1.3,0.485,9.6
102,2002,1,174.0,0,3.3,208.1688437,86.0,0,67.4,0,85.0,5.1,86.0,0.1,1631.41727,1.77,0.2,0.2,0.653,12.1
23,2012,1,369.0,50,0.01,68.55839112,85.0,609,27.2,76,85.0,4.34,85.0,4.6,1255.648189,21.82,5.9,5.9,0.496,10.4
9,2010,1,142.0,126,0.01,62.65945432,94.0,788,15.2,161,94.0,3.6,94.0,0.1,757.6717572,152.15,18.9,19.4,0.535,8.9
98,2007,0,94.0,0,12.57,333.3569124,97.0,0,55.7,0,96.0,9.62,97.0,0.1,2278.5845,15.43,0.7,0.5,0.797,15.4
88,2002,1,197.0,4,3.5,2.092343893,85.0,0,44.2,5,85.0,5.71,85.0,0.4,11.147277,51.72,2.2,2.1,0.577,10.7
115,2008,1,178.0,10,0.32,4.153362912,86.0,0,35.3,12,87.0,5.58,86.0,0.3,76.914128,7.4,3.8,3.8,0.592,10.8
94,2005,1,163.0,3,6.38,20.68037294,92.0,0,42.8,4,96.0,6.7,96.0,0.2,157.145691,57.95,2.3,2.2,0.646,12.3
128,2010,1,145.0,0,0.91,471.8626525,62.0,0,49.1,0,66.0,4.71,65.0,0.1,2965.82434,2.36,1.5,1.4,0.59,10.8
74,2000,1,149.0,4,0.54,23.37167228,97.0,6187,26.0,5,98.0,3.4,98.0,0.1,445.17471,23.19,9.8,9.6,0.715,11.6
64,2003,1,437.0,74,1.49,35.85204668,73.0,65,15.5,115,75.0,4.45,73.0,14.5,436.6875357,34.14,8.8,8.8,0.45,8.2
48,2008,1,77.0,0,9.51,3682.88717,95.0,1,62.4,0,99.0,9.76,99.0,0.1,31997.2821,11.78,0.8,0.7,0.853,15.9
75,2008,1,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784228,141.38,9.2,9.0,0.36,5.8
124,2007,1,41.0,88,9.65,6.002527685,73.0,3776,15.2,137,7.0,9.76,73.0,8.4,41.858631,3.59,6.3,6.3,0.442,10.3
106,2002,1,186.0,0,11.15,562.3601848,99.0,0,28.1,0,99.0,4.21,99.0,0.1,8331.261997,0.84,6.1,6.6,0.712,12.1
115,2007,1,181.0,10,0.35,2.272404904,84.0,2,34.7,12,85.0,5.35,86.0,0.3,52.35956,71.52,3.8,3.8,0.586,10.9
34,2009,1,279.0,1,0.49,177.2671607,89.0,48,31.7,2,89.0,8.37,89.0,3.2,1253.657431,0.84,5.7,5.6,0.436,5.3
99,2002,0,178.0,4,9.62,37.82275031,99.0,14,52.4,5,98.0,4.57,98.0,0.1,2124.873613,21.73,3.7,4.1,0.714,12.0
90,2006,1,396.0,549,9.66,10.35779424,27.0,704,19.9,879,46.0,3.66,4.0,5.3,119.743286,142.61,12.6,12.6,0.466,9.0
90,2008,1,386.0,536,9.3,105.5910629,41.0,9960,21.0,848,6.0,4.0,53.0,5.0,1383.893354,15.35,12.0,11.9,0.481,9.2
17,2002,1,176.0,95,7.0,140.9824766,92.0,1,45.3,109,99.0,7.13,99.0,0.1,2819.649531,18.15,3.3,3.3,0.692,14.6
7,2007,0,8.0,0,12.5,7453.8644,85.0,20,53.7,0,85.0,1.4,85.0,0.1,46586.6525,82.95,1.7,1.9,0.86,15.2
16,2009,1,393.0,2,5.01,426.7855662,94.0,184,34.7,3,96.0,6.39,96.0,9.0,5185.729845,19.8,8.4,8.2,0.661,12.2
48,2011,1,76.0,0,8.02,3192.887363,95.0,40,64.3,0,99.0,9.77,99.0,0.1,25916.29353,11.15,0.8,0.7,0.86,16.7
60,2001,0,75.0,2,9.69,3.1222302,95.0,0,55.7,3,96.0,8.11,93.0,0.1,24.819,5.7,0.5,0.5,0.828,14.9
12,2006,1,184.0,0,6.48,387.3324928,98.0,0,44.4,0,98.0,4.4,98.0,0.6,4187.3783,0.3,3.6,3.5,0.692,12.3
30,2011,1,241.0,2,0.12,59.6596497,83.0,3,22.1,2,85.0,6.1,83.0,0.2,829.7586885,0.77,7.0,6.8,0.479,10.6
67,2008,1,98.0,1,1.67,69.13924862,81.0,24,62.5,1,75.0,8.7,81.0,0.1,712.775759,4.11,4.7,4.7,0.74,13.1
44,2013,1,255.0,2,8.86,154.8758879,79.0,122,35.2,3,77.0,3.98,79.0,3.7,9679.742995,18.17,6.2,6.1,0.678,12.5
12,2007,1,181.0,0,7.24,69.63051047,96.0,0,45.0,0,97.0,4.76,96.0,0.6,4324.876427,0.3,3.5,3.5,0.7,12.8
110,2012,0,61.0,1,9.35,4255.781693,96.0,1204,64.8,2,97.0,9.39,97.0,0.1,28562.29324,46.77,0.6,0.5,0.871,17.2
67,2004,1,13.0,1,2.1,618.3614858,75.0,213,6.2,1,74.0,8.91,75.0,0.1,5424.22356,38.63,4.7,4.6,0.0,14.2
56,2011,1,185.0,134,0.08,211.8783404,81.0,21893,23.8,161,81.0,2.71,81.0,0.3,3634.27685,245.78,1.6,1.5,0.662,12.3
85,2012,1,232.0,3,0.01,796.8734263,84.0,86,33.3,4,84.0,8.24,84.0,3.7,5749.44752,22.64,9.5,9.4,0.619,11.5
82,2010,1,11.0,20,0.56,183.6592186,98.0,633,53.6,23,99.0,5.86,99.0,0.1,2834.2472,32.5,6.3,6.2,0.603,10.7
7,2003,0,88.0,0,12.2,504.4308735,83.0,90,51.7,0,84.0,1.48,84.0,0.1,3212.9355,81.21,1.7,1.9,0.837,14.7
13,2011,1,251.0,25,1.4,110.2633619,75.0,426,23.5,39,77.0,5.37,75.0,1.4,825.9427854,0.95,7.6,7.5,0.454,9.8
79,2004,1,124.0,44,4.9,920.8284115,98.0,64,55.7,52,98.0,6.11,98.0,0.1,7199.59665,169.96,1.8,1.8,0.714,12.1
101,2009,1,288.0,17,7.11,9.165614959,97.0,5,17.7,25,93.0,7.2,97.0,2.8,539.1538211,99.77,6.6,6.4,0.447,10.2
78,2005,1,168.0,0,3.94,479.9234077,97.0,7,28.0,0,97.0,4.47,97.0,0.1,5116.45424,12.28,7.7,7.6,0.704,13.0
11,2010,0,81.0,0,10.22,665.7356115,97.0,40,61.9,1,98.0,1.17,98.0,0.1,4438.23741,18.96,0.9,0.9,0.878,15.9
57,2006,1,249.0,31,0.03,75.25799773,59.0,474,53.2,38,63.0,3.0,59.0,0.1,2351.812429,276.98,5.4,5.1,0.631,10.2
37,2007,1,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,334.83817,6.83,1.8,1.7,0.657,12.9
12,2001,1,21.0,0,4.9,251.6586929,96.0,0,41.4,0,96.0,4.5,96.0,0.4,3419.275719,2.55,3.7,3.7,0.677,11.8
72,2012,1,235.0,30,0.87,59.97914461,7.0,2,19.0,42,71.0,3.46,7.0,0.4,443.9611,223.47,7.4,7.3,0.506,10.2
39,2009,1,311.0,6,0.63,1.575160196,92.0,82,15.5,9,92.0,3.3,92.0,1.0,43.7544499,4.31,9.0,8.9,0.402,5.2
74,2006,1,134.0,3,0.42,365.9113978,95.0,564,31.6,4,95.0,3.65,95.0,0.1,6222.982955,261.44,8.8,8.6,0.732,12.7
107,2011,1,418.0,26,3.78,54.6659175,89.0,1865,22.2,38,88.0,11.98,89.0,1.3,445.525,66.12,8.1,8.0,0.392,8.9
60,2013,0,58.0,2,7.35,483.1916844,96.0,0,62.6,2,96.0,9.22,96.0,0.1,3537.27441,62.34,0.5,0.6,0.876,16.5
68,2004,1,666.0,5,1.8,67.91361818,6.0,31,26.9,7,89.0,6.96,9.0,34.6,781.5145936,19.34,9.7,9.7,0.439,10.7
93,2013,1,281.0,10,0.01,25.70881695,73.0,12,47.2,13,8.0,4.78,79.0,0.8,229.95364,75.93,1.3,1.3,0.506,10.0
69,2010,1,272.0,9,3.64,41.91052416,47.0,2200,24.5,13,71.0,11.87,7.0,1.8,327.42597,39.48,7.4,7.2,0.403,9.6
33,2011,0,57.0,0,10.69,2443.325028,96.0,0,58.3,0,99.0,7.54,99.0,0.1,32233.83942,11.25,0.9,1.0,0.847,13.8
8,2006,1,154.0,6,0.85,105.6337264,52.0,222,45.3,7,8.0,6.17,78.0,0.1,2473.85776,8.48,2.9,2.9,0.682,10.7
3,2009,1,369.0,81,7.01,212.9229325,61.0,2807,19.8,127,63.0,4.37,6.0,2.5,3347.84485,225.5,9.3,9.2,0.48,8.5
47,2005,1,296.0,41,1.5,78.71123825,84.0,435,22.4,62,85.0,4.51,84.0,3.1,498.172394,2.15,8.1,8.1,0.499,8.1
12,2008,1,181.0,0,7.22,51.25232422,94.0,0,45.7,0,94.0,5.9,94.0,0.1,447.22796,0.36,3.5,3.4,0.699,12.8
60,2002,0,72.0,2,9.25,2883.334911,95.0,9385,56.4,3,96.0,8.23,93.0,0.1,22196.5736,0.58,0.5,0.5,0.836,15.2
13,2007,1,283.0,25,1.12,7.49281752,82.0,341,21.5,39,82.0,4.55,82.0,2.0,76.535419,84.55,8.3,8.2,0.438,8.9
54,2002,1,169.0,6,3.09,154.8636161,94.0,0,4.4,7,95.0,7.28,95.0,1.5,1132.8721,68.63,2.7,2.6,0.561,10.1
96,2008,1,217.0,60,4.21,155.4767618,88.0,341,21.6,78,91.0,4.5,91.0,0.1,1919.466195,97.52,1.0,9.7,0.655,11.5
102,2008,1,146.0,0,3.97,47.35260547,12.0,0,71.4,0,54.0,4.52,26.0,0.1,359.82223,1.84,0.2,0.2,0.688,12.9
86,2007,1,194.0,29,0.2,52.22906505,82.0,1415,14.9,38,82.0,5.84,82.0,0.2,393.8843518,262.15,17.2,17.8,0.486,10.0
103,2004,1,224.0,0,5.78,9.013493879,7.0,0,22.8,0,99.0,9.94,96.0,1.6,693.345683,1.52,7.2,7.2,0.509,9.8
20,2010,1,33.0,23,4.16,31.14187566,96.0,495,16.1,34,94.0,8.82,96.0,1.9,231.1943256,8.77,7.7,7.7,0.361,9.3
18,2000,0,163.0,1,9.69,15.2357274,94.0,46,57.0,1,94.0,6.7,93.0,0.1,169.28586,8.17,2.5,2.5,0.709,12.9
114,2001,1,135.0,10,1.29,93.50075111,8.0,290,44.6,11,83.0,4.92,82.0,0.1,1258.421953,167.67,6.7,6.5,0.589,10.1
74,2013,1,128.0,3,0.53,110.6779711,96.0,195,38.5,4,97.0,4.2,97.0,0.1,1882.27842,29.77,7.8,7.6,0.779,12.9
75,2010,1,273.0,54,0.6,9.585584394,72.0,1719,2.7,91,77.0,6.35,73.0,1.5,78.377632,1.58,8.8,8.5,0.396,7.3
71,2004,0,92.0,0,12.42,12372.05188,94.0,0,56.4,0,99.0,8.2,99.0,0.1,75716.3518,0.46,1.0,0.9,0.867,13.5
60,2000,0,77.0,3,9.78,31.50582204,94.0,1457,55.0,3,97.0,7.91,87.0,0.1,251.2426,56.94,0.5,0.5,0.823,14.8
6,2013,0,61.0,1,9.87,11734.85381,91.0,158,65.5,1,91.0,9.36,91.0,0.1,67792.3386,231.17,0.6,0.6,0.933,20.3
16,2006,1,491.0,2,6.45,76.31867911,93.0,6,33.2,3,96.0,4.93,96.0,14.4,5374.554867,18.84,9.6,9.4,0.61,11.9
20,2011,1,321.0,22,4.16,3.595980333,96.0,129,16.6,33,95.0,8.58,96.0,1.5,26.479973,0.94,7.6,7.6,0.385,9.9
15,2008,1,98.0,0,5.13,66.04635027,88.0,8,52.1,0,92.0,8.58,91.0,0.1,575.31664,37.64,2.8,2.7,0.71,13.1
72,2009,1,254.0,33,0.91,71.16601203,77.0,0,17.6,47,76.0,4.7,77.0,0.5,415.6893226,25.69,7.7,7.6,0.5,9.7
51,2012,1,285.0,4,0.01,0.948526366,87.0,0,24.3,6,87.0,5.96,87.0,5.3,67.7518833,16.38,7.7,7.5,0.416,9.1
67,2001,1,11.0,1,2.19,510.6035166,8.0,8,58.6,1,8.0,1.9,8.0,0.1,5253.122599,33.6,4.9,4.7,0.0,15.0
65,2003,1,215.0,0,0.5,1.76541345,73.0,0,7.6,0,79.0,9.98,7.0,0.1,115.3865,0.89,0.2,0.2,0.0,11.6
77,2005,1,223.0,8,0.01,55.12187071,42.0,127,24.2,12,71.0,4.21,71.0,1.3,697.7451989,0.31,9.8,9.6,0.461,7.2
36,2014,1,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,6432.216537,15.93,1.2,1.1,0.737,14.0
109,2009,1,449.0,46,7.6,782.5987144,74.0,5857,46.4,70,75.0,8.39,76.0,19.0,5888.6284,52.56,8.1,9.8,0.622,12.8
123,2011,1,217.0,7,2.55,490.4181326,97.0,0,45.0,8,97.0,1.98,97.0,0.1,5649.978486,5.17,3.2,3.3,0.665,10.6
31,2010,1,16.0,1,3.58,2377.010299,89.0,0,55.5,1,93.0,9.66,88.0,0.1,8199.414621,4.55,1.8,1.8,0.749,13.3
23,2014,1,366.0,47,0.01,61.39263642,87.0,831,28.4,71,86.0,4.1,87.0,3.7,1441.1417,22.24,5.7,5.7,0.507,10.4
0,2007,1,295.0,82,0.02,10.91015598,63.0,1141,15.2,113,63.0,6.73,63.0,0.1,369.835796,266.17,19.0,19.1,0.415,8.4
23,2010,1,37.0,53,6.15,100.8987451,84.0,240,26.0,82,83.0,5.28,84.0,5.5,1182.869227,19.97,6.1,6.2,0.48,9.7
3,2008,1,371.0,84,7.07,249.9101958,69.0,265,19.3,133,65.0,3.84,69.0,2.6,3868.578883,21.76,9.5,9.4,0.468,8.1
127,2007,1,184.0,22,2.15,9.290983645,99.0,863,38.7,26,98.0,5.81,96.0,0.3,83.476942,0.27,3.1,3.1,0.631,11.8
54,2009,1,157.0,4,3.08,286.1211446,97.0,0,45.9,5,97.0,8.84,97.0,0.5,1815.489496,0.84,2.3,2.2,0.603,11.3
10,2004,1,247.0,1,12.05,42.33443901,99.0,2,56.2,1,99.0,6.59,99.0,0.1,2378.33927,9.73,2.4,2.5,0.703,14.1
64,2010,1,294.0,61,1.73,56.58984221,9.0,95,18.9,89,9.0,3.97,9.0,4.3,967.34773,41.35,8.2,8.0,0.523,11.1
9,2005,1,155.0,174,0.01,38.05462002,45.0,25934,12.5,231,94.0,2.68,93.0,0.1,484.155471,143.43,19.9,2.5,0.499,8.2
94,2004,1,165.0,3,6.2,20.60083027,9.0,0,42.0,4,92.0,5.78,92.0,0.2,148.527976,0.57,2.3,2.2,0.639,12.1
47,2006,1,288.0,41,1.7,129.0263364,84.0,420,23.0,62,84.0,4.64,84.0,2.9,922.9351677,221.13,7.9,7.9,0.51,8.7
128,2012,1,138.0,0,0.01,427.9885222,64.0,0,5.8,0,65.0,3.7,64.0,0.1,3158.58688,2.47,1.5,1.4,0.592,10.8
1,2008,1,1.0,1,5.61,36.62206845,99.0,0,52.6,1,99.0,5.87,99.0,0.1,437.539647,29.47,1.6,1.6,0.713,12.0
20,2004,1,378.0,24,5.72,11.22655347,83.0,2,13.8,38,76.0,7.1,83.0,4.8,127.4296648,71.82,8.4,8.4,0.279,5.2
5,2011,1,128.0,1,4.09,260.9963826,95.0,0,51.9,1,96.0,3.71,95.0,0.1,3526.978143,28.76,2.0,2.1,0.729,12.7
13,2002,1,283.0,25,1.23,40.48815233,15.0,1588,19.2,40,76.0,4.27,75.0,2.1,418.6985763,72.95,9.3,9.2,0.407,7.3
89,2012,1,232.0,49,0.01,29.75517982,71.0,272,18.1,90,71.0,6.11,71.0,0.7,391.515524,177.32,1.3,1.1,0.331,5.1
71,2008,0,8.0,0,11.53,18961.3486,94.0,1,58.4,0,96.0,7.34,99.0,0.1,114293.8433,0.49,0.9,0.9,0.887,13.5
105,2007,1,132.0,1,9.3,772.8700353,99.0,201,55.1,1,93.0,1.2,94.0,0.1,5458.121718,73.82,2.4,2.4,0.743,13.5
28,2013,1,88.0,185,5.79,9.955532032,99.0,26883,3.9,216,99.0,5.39,99.0,0.1,777.77594,1.36,3.8,3.2,0.713,12.7
14,2003,1,273.0,1,0.52,19.15664091,95.0,0,15.5,1,96.0,4.9,95.0,0.2,997.7417141,6.23,18.3,19.1,0.0,8.4
104,2014,1,192.0,19,0.26,12.80528533,89.0,32,23.8,27,85.0,4.66,89.0,0.3,152.443873,145.46,9.7,9.5,0.483,9.1
115,2009,1,174.0,10,0.3,35.71613793,93.0,0,35.9,12,93.0,5.93,93.0,0.2,666.3458569,74.73,3.7,3.8,0.601,11.1
130,2012,1,429.0,26,6.09,92.60233636,97.0,0,3.3,39,95.0,6.69,95.0,8.8,955.648466,14.72,6.5,6.4,0.464,9.8
68,2008,1,592.0,5,2.75,91.85432774,88.0,0,28.8,6,86.0,8.85,88.0,27.3,934.428563,2.0,8.0,7.8,0.447,10.7
91,2003,1,185.0,366,0.01,24.23455671,63.0,4740,17.9,466,69.0,2.61,67.0,0.1,563.594342,14.77,21.6,22.0,0.465,5.6
